,ca1_d_0,ca1_d_1,ca1_d_2,ca1_v_0,ca1_v_1,ca1_v_2,ca2_0,ca2_1,ca2_2,ca3_d_0,ca3_d_1,ca3_d_2,ca3_v_0,ca3_v_1,ca3_v_2,ca4_0,ca4_1,ca4_2,dg_d_0,dg_d_1,dg_d_2,dg_v_0,dg_v_1,dg_v_2
ENSMUSG00000000001,8.98357,8.52375,6.0706,12.9841,8.05464,8.41703,10.1721,12.4433,9.54232,16.5709,17.3619,20.9718,11.138,9.20328,11.1764,7.10643,16.3404,8.57385,4.82633,12.5972,6.97025,10.4092,13.3813,11.4998
ENSMUSG00000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000028,0.0245797,0.246157,0.335059,3.79092,0.252802,0.0742045,2.42518,1.73219,2.4652,0.613249,0.384422,0.86756,0.364964,2.32874,1.05174,0.888673,1.58615,0.596451,0.0,0.0,0.0,6.89535,0.898232,0.0
ENSMUSG00000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43956,0.0,0.0944493,0.0,0.0,0.0,0.0245765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000037,0.00884359,0.0248176,0.0,0.0,0.0,0.265094,0.0565415,0.0548553,1.98056,0.0838886,0.0111551,0.0,0.0920603,0.125339,0.339265,0.0870799,0.0,0.0308816,0.0,0.0,0.0337652,0.187201,0.512007,0.210169
ENSMUSG00000000049,0.612038,0.0602339,0.0,0.122312,0.0,0.0,0.474064,0.0901171,0.804838,0.244382,0.0,0.0,0.246263,0.0,0.0313899,0.0,1.09823,0.0,0.0,0.0,0.824749,0.0,0.0,0.0
ENSMUSG00000000056,9.63694,18.8951,11.8412,24.5426,13.6781,14.6455,20.3391,16.5068,10.218,10.5074,13.823,9.12965,15.3122,10.0586,14.5677,8.1241,10.5138,10.8555,6.46943,3.12899,6.99707,16.5138,7.06752,8.29166
ENSMUSG00000000058,0.423254,0.0131103,0.0178464,1.88734,2.3842,1.7511,0.927498,0.804393,1.23583,0.878693,0.843566,1.56637,1.08002,0.079369,0.35718,0.262101,0.290329,0.0,0.0,0.0,0.0,0.106479,0.346211,0.150308
ENSMUSG00000000078,13.0651,12.0908,10.2938,26.0927,18.7415,19.2562,15.5424,9.94322,14.2706,9.15383,12.8662,17.5501,5.80806,7.11906,17.7071,36.9244,33.3707,23.9929,20.0274,6.4833,5.35295,6.10612,6.08342,5.66522
ENSMUSG00000000085,28.2414,34.1176,34.607,25.3972,24.364,33.4271,30.4863,18.5368,25.2522,24.3322,31.8846,22.4769,30.5948,20.8884,27.8728,26.6614,22.3029,28.5525,42.3589,21.3405,43.7831,30.6673,36.2951,29.5412
ENSMUSG00000000088,107.603,91.0822,72.2423,114.328,89.5608,107.738,102.496,118.196,125.31,104.681,94.9236,117.486,84.9427,89.847,99.9897,199.727,185.752,173.021,157.371,132.631,146.032,40.9919,68.1437,53.5723
ENSMUSG00000000093,0.0,0.0,0.0,0.0,0.0,0.0,0.0565748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183973,0.0211193,0.0
ENSMUSG00000000094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000120,0.0,0.0,0.0,0.0,0.0,0.037583,0.05953,0.0777999,0.0772035,0.103085,0.0470464,0.0,0.0,0.062947,0.173437,1.59914,1.30028,2.80083,0.0,0.0,0.0,0.0387165,0.0666672,0.0198646
ENSMUSG00000000125,0.626762,0.0,0.206133,0.473167,0.0,0.0421037,0.0166726,0.348632,0.0,0.211722,0.105411,0.0568797,0.0146909,0.0987261,0.170012,1.64344,0.12139,2.60289,0.0,0.0,0.0531779,0.281928,0.0,0.0
ENSMUSG00000000126,1.96265,5.16149,1.57241,5.12926,2.09,1.87301,0.0,0.0161554,0.0,0.30325,0.130258,0.0,0.748766,1.79075,1.06951,1.4824,1.70212,2.49526,3.94548,0.0,1.18283,2.25053,2.97688,0.495142
ENSMUSG00000000127,13.9995,17.1954,18.1368,17.4754,12.3091,9.6725,18.1539,15.1774,13.1619,11.4217,16.3985,17.3673,11.8489,11.7547,12.0149,10.7859,7.10674,10.651,9.64298,10.0144,14.8179,8.85006,8.76575,7.11615
ENSMUSG00000000131,58.4715,77.9446,55.5541,64.5475,44.1647,55.7589,51.9017,61.2283,65.8966,74.8499,75.5085,88.2177,59.603,53.8155,63.8797,48.3768,64.106,63.1566,182.317,170.275,68.315,60.6463,80.3771,61.6702
ENSMUSG00000000134,4.89302,9.82036,8.50189,8.39897,3.70366,7.2616,5.69475,7.92298,11.6888,4.40328,7.00576,6.06353,5.3472,6.49571,4.75168,5.71113,7.49727,7.55858,23.3953,3.41961,18.0449,8.95812,3.99298,5.93865
ENSMUSG00000000142,3.94323,4.3863,4.28226,7.89601,8.00435,2.16473,2.03385,6.12001,2.22945,3.90492,1.77997,2.8076,3.74271,3.17479,6.88821,10.8327,10.0845,8.2097,3.91281,3.23367,22.5826,15.8872,15.4228,8.67293
ENSMUSG00000000148,1.83178,1.35533,0.595162,2.49869,2.48488,1.12685,1.74212,1.19047,1.72413,1.54662,1.2971,0.841628,1.23089,1.06599,1.49454,0.851922,3.16715,1.46506,5.07672,0.196469,2.23459,1.78147,1.28666,0.932117
ENSMUSG00000000149,4.33959,2.94741,3.24114,9.09725,6.71033,5.84097,17.0174,19.9833,16.1096,4.8702,6.47032,6.06083,7.39484,6.32516,8.07006,10.9615,9.52349,6.10215,4.22078,4.39598,1.48443,5.62254,6.63667,2.08406
ENSMUSG00000000154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000159,0.0,0.0,0.0,0.0,0.0,0.161788,0.183111,0.064718,0.0,0.0,0.0,0.0,0.0,0.0,0.0436442,0.0,0.0,0.0,0.368716,0.0,0.0,0.165655,0.0,0.130063
ENSMUSG00000000167,0.815071,1.48005,0.0,0.348197,0.866199,0.122296,1.45908,0.706835,0.0502442,0.494442,0.384367,0.0,1.99279,0.57233,0.441209,0.493317,0.132223,2.60158,1.68049,0.548269,0.848272,2.99362,0.586353,0.769501
ENSMUSG00000000168,64.1844,64.4239,61.7854,66.8756,66.9911,61.6582,174.371,182.307,213.758,116.269,144.074,151.161,99.986,84.1044,90.7762,71.683,75.8362,65.045,35.8084,37.3389,40.6202,50.2091,47.1822,60.8272
ENSMUSG00000000171,72.27,60.3578,53.0945,54.3961,71.3712,75.9758,93.2057,90.1577,65.1981,69.5096,62.6066,70.6463,63.2018,70.0804,52.5627,110.795,95.6341,102.221,26.2946,20.6072,36.4771,49.1373,49.8027,42.1252
ENSMUSG00000000182,0.0,0.0,0.134438,0.0,0.0,0.142791,0.0,0.118235,0.0,0.195827,0.0595818,0.0,0.0996456,0.119579,0.0617762,0.251061,0.308763,0.060462,0.0,0.360999,0.0,0.0,0.126646,0.188681
ENSMUSG00000000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000184,3.38172,3.80868,6.34808,9.77798,10.5816,12.1992,14.5462,13.8446,11.1812,42.9421,41.5471,47.0473,18.5006,17.9818,38.4548,42.7066,42.0489,42.0455,9.88473,17.1151,13.5141,22.829,25.656,24.3027
ENSMUSG00000000194,6.95293,5.05178,5.81241,5.57572,6.85977,8.95554,9.50735,10.6006,5.99154,8.26732,5.42148,5.43619,6.87365,7.17851,7.33049,11.6228,10.0083,9.19381,15.299,75.2999,7.30675,8.11532,5.34983,17.8766
ENSMUSG00000000197,13.4315,15.9387,15.556,23.6168,23.7621,22.6216,22.2222,17.8878,20.1989,18.9718,20.1732,18.3342,26.9085,19.5773,25.6541,17.0476,14.0899,17.0784,7.94112,16.1372,10.5691,14.787,14.2717,18.1321
ENSMUSG00000000202,0.835818,1.0265,0.31002,1.07124,2.01514,0.0866386,0.0856178,0.0,0.0309889,1.01274,1.22941,1.81924,0.378497,0.609767,0.0499685,1.78087,1.22046,0.359833,0.10373,0.0,0.57795,0.188872,0.223001,0.0
ENSMUSG00000000204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000214,0.0,0.0,0.0,0.0,0.0,0.10118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000215,0.0,0.120643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257562,0.0,0.601674
ENSMUSG00000000216,0.0,0.0,0.016307,0.0,0.91358,0.0,0.0171465,0.663299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273446,0.0,0.0,0.0
ENSMUSG00000000223,21.9442,22.9931,24.9279,37.3064,18.5108,17.4453,19.7507,20.6945,17.7703,13.6401,14.5863,14.5359,8.63544,7.53785,5.47926,4.6323,6.07977,6.05208,18.0338,5.75835,10.9318,9.99692,12.5649,10.0853
ENSMUSG00000000244,0.0,0.0749585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631184,0.0,0.0,0.0,1.50216,0.0,0.0728291,0.136536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000247,9.71511,5.6863,6.18264,17.4187,13.585,15.1906,32.2594,35.4726,37.0077,11.1473,12.6158,18.2744,28.6454,26.5654,10.7665,9.14696,7.8558,4.94323,29.997,19.4842,9.79147,16.8711,16.2125,14.9702
ENSMUSG00000000248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000253,24.7979,21.4983,27.6901,10.9641,12.1378,13.7944,23.1008,16.7307,18.1852,10.7097,5.13044,11.6272,12.6988,11.2302,6.26508,12.9133,11.2255,11.5925,18.1591,12.6411,10.179,7.98384,10.4689,3.68262
ENSMUSG00000000263,0.0,0.0,0.0,0.0,0.116967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251449,0.434555,0.0831453,0.0,0.0,0.27465,0.0,0.0,0.0,0.185609,0.0,0.0
ENSMUSG00000000266,4.38074,3.6669,3.51228,4.56266,5.23968,8.70931,12.7957,12.4803,13.6042,3.39635,5.00126,4.45587,9.4044,9.89386,14.0352,10.1627,10.1685,7.63905,15.4199,7.80375,5.11334,10.9888,10.7194,18.6871
ENSMUSG00000000275,0.00768083,0.00642366,0.0541634,0.052284,0.151922,0.649748,0.61253,0.465889,0.324983,0.421182,0.772572,1.101,0.0162105,0.313148,0.436248,0.0163297,0.122521,0.841973,0.0,0.0,0.548193,0.0119595,0.0,0.0
ENSMUSG00000000276,13.6415,12.2625,15.9247,13.1308,17.9029,16.4472,16.8384,15.838,22.9739,31.6671,35.496,39.8824,17.0706,15.1846,19.5439,20.2563,18.6877,17.8487,14.6131,22.7041,18.0844,14.3004,17.9989,16.9419
ENSMUSG00000000278,2.11977,1.11063,0.48844,3.12331,4.74631,1.48226,1.65421,3.77859,1.65437,3.02407,4.19236,3.95574,2.60796,4.13314,3.93672,3.32518,1.90806,4.20031,0.949258,1.4963,0.0,2.64035,1.67984,6.11929
ENSMUSG00000000282,6.93273,5.47264,5.85634,8.08846,6.18217,9.81914,2.07822,3.38773,3.03718,5.21836,3.14354,6.55993,4.68666,4.22409,4.32135,4.11768,4.74881,7.51993,7.18792,7.98948,7.66202,6.27845,8.47952,8.57076
ENSMUSG00000000290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454879,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000295,1.46114,5.2293,8.41687,4.88014,7.34114,7.73664,12.0316,4.90696,6.46465,7.91452,21.4515,7.83654,5.92231,12.5743,15.9081,17.7389,20.3047,20.4806,0.233177,1.81615,10.11,7.77662,5.86757,6.49765
ENSMUSG00000000296,9.95875,12.8006,13.7724,9.42305,7.21414,7.77874,3.72037,2.59315,12.9079,6.69636,6.53378,23.7468,19.387,17.5292,23.135,35.2404,34.8422,33.1087,23.7575,9.20133,30.7501,30.3883,40.3202,21.1448
ENSMUSG00000000301,1.65709,1.55779,5.35388,0.0,2.07435,0.0,2.17444,0.289936,1.53574,0.68412,3.09184,0.570156,1.48142,0.885665,0.6585,1.67924,0.377095,0.983786,0.0,0.0,0.0,2.35377,1.17723,1.06319
ENSMUSG00000000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000305,1.27428,0.493595,0.160341,5.75688,2.49943,4.46684,0.362946,0.419691,0.266542,0.695112,0.459765,0.602561,1.35866,1.29624,0.847905,0.157363,0.0,2.56,0.0460662,0.0,0.0,2.98254,2.60136,1.18947
ENSMUSG00000000308,98.4584,111.692,83.2935,124.858,186.976,174.785,100.671,144.261,94.4799,64.6992,78.6653,88.2051,127.953,135.968,121.343,202.271,215.281,212.509,122.681,86.6712,36.2708,79.8994,62.5657,50.4075
ENSMUSG00000000317,0.0509123,0.840942,0.0,0.0432401,0.312231,0.0769525,1.70645,3.26561,1.96015,0.0703565,0.0160549,0.0693055,0.0402756,0.579988,0.299631,0.081181,0.249597,0.0325841,0.0,0.0,0.680348,0.0,0.0,0.0
ENSMUSG00000000318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310698,0.0,0.0,0.57805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20163
ENSMUSG00000000320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283685,0.0,0.0,0.272072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889151,0.0,0.0
ENSMUSG00000000325,1.94658,3.04665,2.14032,6.74242,6.54904,7.40399,3.25147,5.8535,1.5305,9.95164,10.36,11.328,3.57081,3.68827,6.22795,6.71227,13.0591,3.7945,1.77422,17.979,6.12269,4.71662,2.03642,4.8117
ENSMUSG00000000326,38.6054,46.1834,46.6823,60.2723,23.5504,45.6426,58.5889,37.5413,55.1889,64.0246,44.1817,49.8698,34.7726,30.5356,27.3442,61.8011,54.0486,46.6266,56.4185,48.9461,78.8282,43.8093,18.2097,51.5822
ENSMUSG00000000339,30.1305,32.6175,35.0454,36.9414,30.7445,29.8723,29.3718,34.1031,44.0591,40.1619,40.3366,40.0708,29.9853,33.4749,36.414,23.4971,18.3746,51.0993,6.38882,17.2097,2.38045,29.8371,21.63,30.848
ENSMUSG00000000340,4.65342,5.03323,3.00399,4.41585,5.10179,4.20439,7.18862,7.62974,3.50312,4.86789,7.83721,4.56514,5.99142,6.17314,7.98987,6.71532,7.09466,8.08609,5.17831,3.77494,3.72213,5.14077,7.94594,7.26902
ENSMUSG00000000346,83.3078,72.2458,96.8583,91.6197,60.7252,55.1021,69.8682,97.9624,93.7375,84.2657,93.6744,87.4809,53.5485,47.6317,55.0149,54.0911,41.6974,49.8862,96.6226,102.699,99.2309,89.9731,70.5371,100.334
ENSMUSG00000000355,57.342,59.4328,51.0994,31.954,37.3489,35.299,32.8968,35.0392,63.824,43.2635,57.9141,72.5829,43.5729,44.3928,51.6011,19.1734,40.8485,64.775,32.0526,40.5428,34.0318,36.1148,48.9717,23.4
ENSMUSG00000000359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000365,0.0,0.00696008,0.172601,3.68942,0.312178,0.765223,1.85296,0.173936,1.32871,0.0698376,0.405001,0.0171984,0.372056,1.60134,0.331244,0.0,0.0,0.517502,0.0,0.0,0.0,0.103666,0.0,0.0
ENSMUSG00000000374,11.7716,9.62483,10.493,8.21725,12.4501,17.1638,11.724,11.1637,13.0492,15.634,17.0429,16.4171,15.2451,15.2889,14.5923,13.1269,14.0357,13.2643,14.457,12.8104,9.0407,11.6026,10.0426,11.9739
ENSMUSG00000000378,5.56162,7.94016,6.90978,9.84283,11.8087,14.6271,9.75405,14.3164,27.7655,7.40457,10.7478,6.97902,9.85903,4.77973,8.02394,10.954,12.7317,16.037,18.8387,9.3508,15.9763,5.0578,7.00231,4.20198
ENSMUSG00000000381,0.0197341,0.083587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339,0.0,0.0516177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246913,0.560311
ENSMUSG00000000384,5.46488,7.65299,5.37259,5.92309,13.2281,12.1368,6.03937,6.29429,8.46933,7.35415,6.86519,7.16879,8.11486,5.04085,9.43459,5.22761,3.92658,7.52949,13.8373,17.0998,1.31764,11.1988,8.7653,5.41212
ENSMUSG00000000385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192151,0.037979,0.0219532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000392,0.340697,0.0,0.0,0.0,0.0,0.0,0.0656659,0.0,0.0,0.0,0.528175,0.137874,0.0,0.341868,0.034135,0.0,1.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000399,68.1853,87.5435,92.8996,102.829,101.917,131.96,102.337,72.1554,98.7298,75.3274,81.2245,78.6137,106.171,102.813,106.948,124.088,119.44,156.096,106.289,28.6064,37.8623,64.2865,35.8563,42.6669
ENSMUSG00000000402,7.82703,11.0778,8.35149,0.699742,0.0777344,0.0478961,0.0189664,0.0,0.0,0.0218954,0.0,0.0,0.100272,0.192528,0.276287,0.050528,0.0,0.0,0.0,0.0,0.0,0.148022,0.311525,1.87336
ENSMUSG00000000409,0.054997,0.0,0.0686166,0.0,4.07065,0.4371,0.595758,0.0,0.468386,0.285844,0.0,0.140599,0.0435609,0.941139,0.133952,0.350722,0.104663,0.807684,0.0,0.689826,0.0,1.00818,7.81171,0.2991
ENSMUSG00000000411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353041,0.643968,0.0291828,0.676022,0.40111,0.042843,0.0,0.0,0.0,0.0,0.358961,0.0534793
ENSMUSG00000000416,170.093,171.341,211.528,263.013,276.73,197.204,151.395,121.816,97.4302,83.196,86.3273,65.3769,93.0245,84.0085,85.708,126.032,122.68,112.888,297.819,174.05,281.672,188.838,117.388,162.136
ENSMUSG00000000420,12.8052,11.1654,13.0996,7.57532,12.4688,9.69645,23.0837,21.0493,24.2048,15.7143,15.5578,20.213,10.3844,10.0014,14.556,14.6669,16.4536,16.0847,14.2744,17.5362,12.6087,18.7686,23.176,20.8599
ENSMUSG00000000435,0.0,0.0,0.0,0.0,0.0,0.0,0.418553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000439,10.2819,10.5598,7.9944,12.2878,13.5818,8.56289,5.71905,6.09546,5.78296,7.09602,9.71812,6.07634,6.33656,8.66255,6.52359,12.2474,9.38619,14.5811,12.6152,23.877,6.95598,8.64579,10.6349,10.1865
ENSMUSG00000000440,0.0,0.0,0.0,0.0,0.712918,0.0,0.0,0.333412,0.0,0.841676,1.29098,1.31909,0.0510839,0.738906,1.2721,0.0,0.501304,0.206717,0.0831647,0.0,0.0,0.287384,0.0432831,3.01829
ENSMUSG00000000441,15.6621,17.7463,12.9313,13.9018,22.3911,11.5553,16.2874,19.7088,11.8082,11.7262,13.4803,16.9691,11.9024,12.9397,9.7461,15.6964,14.6666,12.7911,18.804,12.0145,11.6857,21.7864,22.7168,26.0255
ENSMUSG00000000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000489,2.73089,2.39443,3.57699,4.73849,5.04235,3.15123,4.0775,2.90333,3.57399,4.22024,3.70395,4.51695,4.01097,2.31931,2.72667,1.79486,1.87146,1.24036,0.30254,22.6101,2.24229,1.25736,0.839791,3.00276
ENSMUSG00000000530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458761,0.0,0.0,0.0,0.0,0.67929,1.06129,0.191773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000531,10.0881,10.5195,9.59491,9.25481,15.1406,14.4116,4.40751,3.88896,5.41866,5.23522,5.61078,6.05514,6.80196,5.17235,4.30509,1.74206,2.66646,3.10564,17.1037,26.8382,20.6399,10.3725,5.40195,8.26338
ENSMUSG00000000532,55.0536,55.0414,67.1854,39.3512,44.8995,59.4399,41.1752,54.7487,50.903,44.4625,47.098,31.3226,57.1037,44.1906,35.496,21.6664,23.0169,22.0896,50.3771,29.1256,35.2408,42.5656,53.467,45.6008
ENSMUSG00000000538,52.1544,56.9734,44.9607,69.4604,70.5084,67.1982,69.3241,80.7604,61.6249,99.3826,83.1023,98.3635,66.5217,62.1345,67.96,45.5147,36.2526,64.7919,126.862,92.9384,133.005,57.9448,68.4134,46.5373
ENSMUSG00000000544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000552,0.317903,0.0625485,0.170306,0.698826,0.825718,3.22222,0.895418,2.94895,1.11479,3.23031,0.684049,2.06196,1.34127,2.95406,2.41308,3.33965,1.60946,3.66232,0.321112,0.786041,8.13949,2.53324,2.64062,1.76287
ENSMUSG00000000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135202,0.0,0.0,0.0825563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152337,0.0,0.0
ENSMUSG00000000560,62.455,36.1001,30.6674,43.9925,49.0335,39.0915,30.0378,24.9044,37.8155,34.0082,40.3272,29.5016,43.0734,34.8588,31.5292,29.4542,25.3667,26.3878,24.051,47.1565,12.5827,32.3224,87.0151,41.095
ENSMUSG00000000561,13.5515,15.5694,10.2787,16.656,12.9509,17.4865,17.4008,16.7753,25.0729,15.0951,14.8764,21.0806,21.3003,17.2239,13.7474,15.3728,29.0563,15.2718,2.63267,21.9998,21.0427,21.6909,30.8368,18.1271
ENSMUSG00000000562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000563,115.048,103.177,94.7636,80.3273,87.2647,84.9962,107.073,98.7644,118.018,89.1292,110.324,102.253,79.7225,74.6328,93.4376,112.637,116.154,98.2221,87.0847,108.321,64.0288,60.0857,67.5551,64.5389
ENSMUSG00000000567,0.0,0.0,0.0,0.0,0.152499,0.0939621,0.830979,0.0907709,0.220452,0.33821,0.940974,0.191169,0.896135,0.863089,0.207773,0.143181,0.0,0.0397865,0.0,0.0791841,0.0,1.30442,0.935914,0.577764
ENSMUSG00000000568,167.448,173.321,203.55,182.622,225.551,192.725,154.866,141.427,165.112,150.146,179.747,156.366,156.489,153.154,167.889,179.989,159.808,193.47,191.482,129.287,169.843,233.801,154.111,205.392
ENSMUSG00000000579,2.87712,0.275157,0.675334,0.698277,0.974768,1.00296,1.78396,2.85957,2.14283,1.81555,1.00754,0.430675,0.931676,1.9489,0.643639,0.250771,1.06725,5.43225,1.40344,2.43034,0.0503308,2.84951,1.95569,3.8136
ENSMUSG00000000581,12.2857,17.7141,10.5256,11.4317,13.5632,16.4387,16.5692,13.0962,10.8712,16.329,10.8807,13.1443,16.6961,14.3343,11.465,24.7318,25.3442,11.6251,21.9517,26.6675,9.0729,11.2792,14.3912,8.37477
ENSMUSG00000000594,5.34625,5.11368,4.81005,5.78376,7.69064,4.20511,6.08909,7.45764,7.78726,6.22607,3.09028,6.57114,6.86544,5.57137,6.02806,9.01581,7.24944,6.19214,4.49214,3.0545,2.61593,5.5119,7.71907,6.0044
ENSMUSG00000000600,15.5807,12.9196,13.5386,14.9226,16.1539,10.6427,11.1303,10.5524,9.73981,14.9917,16.066,15.0177,11.962,10.3604,11.7964,13.6567,10.2808,10.7174,12.3207,13.1056,6.40368,13.6879,18.1083,17.9085
ENSMUSG00000000605,28.7664,34.3025,24.0725,22.0322,25.6624,24.499,33.3162,36.1749,31.5097,29.2404,34.1095,34.6764,24.0349,26.5481,26.7714,27.0186,29.322,27.4794,18.191,16.9506,7.18187,24.121,20.7086,16.8126
ENSMUSG00000000606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000627,7.53161,14.8961,13.2548,7.66185,6.38782,18.0858,23.0836,23.8262,24.6868,11.8216,12.8613,6.77433,17.2405,22.2707,14.7982,23.1183,22.3925,22.1516,24.9193,14.683,15.0124,19.3208,13.5613,10.9691
ENSMUSG00000000628,0.931396,0.331469,0.309649,1.50799,1.10568,0.281512,1.05943,1.57114,1.30038,6.40393,2.12565,0.848578,1.28587,3.99424,13.9,34.6512,60.8247,41.046,1.49718,0.0,0.0,1.23014,3.37731,0.223501
ENSMUSG00000000631,11.4165,16.0647,13.1186,11.3148,18.8906,11.1671,14.5899,16.8862,24.1296,11.2009,8.53669,14.9042,9.8963,8.54491,15.4706,17.9485,31.7863,23.3637,10.3017,9.23978,7.53319,10.835,7.4613,7.01438
ENSMUSG00000000632,75.6622,60.5712,65.465,71.1738,72.5952,49.0312,41.0642,38.6958,42.8408,13.9641,10.6638,8.30294,45.8077,44.8388,23.3737,17.6542,11.7383,23.6244,32.2562,22.1544,8.94738,9.05408,16.0439,10.0409
